name,inn
"ООО ""АЙТИ ЛИДЕР""",6166107567
"ООО ""ИНТЕЛЛЕКТ ТЕХНОЛОДЖИ""",6166110136
"ООО ""ДЖЕТ САЙТ""",6166121755
"ООО ""ВЕБ-2А""",6166126320
"ООО ""АНТДЕВ""",6166126922
"ООО ""КИБЕР СИСТЕМЫ""",6166131880
"ЗАО ""ТАМГА""",6167046035
"ООО ""ГЭНДАЛЬФ""",6167084305
"ООО ""ВЕБАНТ""",6167103188
"ООО ВЕБ-СТУДИЯ ""РЕГУЛ""",6167105516
"ООО ""ВАРДАР""",6167129210
"ООО ""ДИСИСТЕХ""",6167134267
"ООО ""ИНТЕРНЕТ-ТАРИФ""",6167144829
"ООО ""АЙТИ КОМ""",6167197362
"ООО ""АРТ-ИНТ""",6167205006
"ООО ""ИМПУЛЬС""",6168033776
"ООО ""АВС""",6168061452
"ООО ""АРТЕФАКТ""",6168097900
"ООО ""ВЕРДЕКСБИТ""",6168116782
"ООО ""ПИКСКРАФТ""",6200006628
"ООО ""СИБ ПЛЮС""",6200011882
"ООО ""СИСТЕМА КОФЕ""",6200012861
"ООО ""ЭЛЕЗАРТЕХ""",6200013030
"ООО ""ВБ ""УМНЫЕ ТЕХНОЛОГИИ""",6215013427
"ООО ""ТЕХ-КОД""",6219008731
"ООО ""СИСТЕМЫ УПРАВЛЕНИЯ БЭСТ""",6228044817
ООО КОНСУЛЬТАНТ-ОКА,6229020329
"ООО ""ПРОМРЕГИОН. ИАЦ""",6229030006
"ООО ""КОНТАКТ""",6229038710
"ООО ""ИТЕРАЦИЯ""",6229100920
"ООО ""ЦО""",6229101747
"ООО ""ИПРО""",6230067473
"ООО ""ИНФОСТАНДАРТ""",6230076083
"ООО ""АЛЬТКРАФТ""",6230090063
"ООО ""СПЕЦПРОМДИЗАЙН""",6230093924
"ООО ""ЭКСИКЬЮШН РЗН""",6230118600
"ООО ""БЛОЧНЫЙ РЕДАКТОР""",6230125164
"ООО ""АБОНЕНТ+""",6234029278
"ООО ""МОБИЛИЗАЦИЯ БИЗНЕСА""",6234087336
"ООО ""СИНЬОР СОФТ""",6234129836
"ООО ""ЦДО""",6234131916
"ООО ""СТЕКПОИНТ""",6234136551
"ООО ""СПУТНИК НПР""",6234161847
"ООО ""СМАРТ""",6234162424
"ООО ""ЭНКОД""",6234164936
"ООО ""ЕМЕЙЛ СОЛДЖЕРС""",6234170866
"ООО ""ХЭНДСАПП""",6234180920
"ООО ""КРАУДСЕРВИС""",6234184058
"ООО ""СПУТНИК-РЕД""",6234186175
"ООО ""ПАУЭР ТЕХ""",6234186841
"ООО ""ЛАБОРАТОРИЯ СФЕРА""",6234188013
"ООО ""СИСТЕМА""",6234190118
"ООО ""ЛУТГРАУНДЗ""",6234191418
"ООО ""ИНВЕСТ ИТ""",6234191626
"ООО ""МЕД ИТ""",6234193976
"ООО ""ИНТЕРНЕТ ПРОМОУШЕН""",6234200687
"ООО ""СПИН ГРУП""",6234201120
"ООО ""УМНЫЙ ТРАНСПОРТ""",6234201680
"ООО ""АТТРИБУТ""",6234202010
"ООО ""АРИСЕНТА""",6234203286
"ООО ""ЦДО ГЛОБАЛ""",6234204681
"ООО ""СДЖЕЙ ГЛОБАЛ""",6234204924
"ООО ""ИРСОФТ""",6311093270
"АО ""ИРТЕХ""",6311102655
"ООО ""ИНТРУМ""",6311102704
"ООО ""ИТ-ТРАНСПРОЕКТ""",6311124610
"ООО ""ИВЕНТИШЕС""",6311151902
"ООО ""МЕРКДЕВ САМАРА""",6311159281
"ООО ""МОБИЛЬНЫЕ СИСТЕМЫ""",6311168896
"ООО ""ДАТЕКС СОФТ""",6311184288
"ООО ""БИЗНЕС ТЕХНОЛОГИИ И ИННОВАЦИИ""",6311997766
"ООО ""ВЦ 1С-РАРУС САМАРА""",6312039068
"ООО ""ВОЗДУХОПЛАВАТЕЛИ""",6312081091
"ООО ""ДЖУСИСОФТ""",6312098419
"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",6312100227
"ООО ""НПП КУЙБЫШЕВТЕЛЕКОМ - МЕТРОЛОГИЯ""",6312102369
"ООО ""БК""",6312171394
"ООО ""ОТКРЫТЫЙ КОД""",6313007301
"ООО ""АЙТИ-УСЛУГИ""",6313538920
"ООО ""АСТЕРА""",6313548357
"ООО ""БИЗНЕС СИСТЕМЫ""",6315013036
"ООО ""БИМАТЕРИАЛ""",6315015562
"ООО ""НПК ""МАДЖЕНТА ДЕВЕЛОПМЕНТ""",6315555575
"ООО НПП ""ИНТЕЛЛЕКТ СОФТ""",6315571908
"ООО ""ГК ИНФОПРО""",6315630208
"ООО ""АЙ-СИС. ЛАБОРАТОРИЯ УЧЕТА""",6315639916
"ООО ""ЛАБОРАТОРИЯ ИНТЕРНЕТ""",6315661083
"ООО""АКЕЛОН КОНСАЛТИНГ""",6316022918
"ООО ""ПРОГРАММНЫЕ ТЕХНОЛОГИИ""",6316082931
"ООО ""ВАРНОФФ""",6316098113
"ООО ""АЙТИКС""",6316109492
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ ""ПАРУС-ВОЛГА""",6316118754
"ООО ""АЙТИ ЮНИВЕРС""",6316133777
"ООО ""ВЕБКОМ-САМАРА""",6316177260
"ООО ""ЛИДСТЕХ""",6316264152
"ООО ""БИЗНЕСКОНСАЛТ""",6316264307
"ООО ""ИТ-ФИНАНС""",6316270558
"ООО ""ДЖЕТ-ПАК ДЕВЕЛОПМЕНТ""",6316270854
"ООО ""ДАТА ФАЕР""",6316271625
"ООО ""ГК ""НИБС""",6316275725
"ООО ""ДД-ИНФОРМ""",6316279261
"ООО ""МЕДИЦИНА БУДУЩЕГО""",6316282666
"ООО ""АВТОМАТИЗАЦИЯ УСПЕХА""",6316286445
"ООО ""ВЕБЛАБ""",6316287512
"ООО ""ИННОКОД""",6316291981
"ООО ""ИМЦ""",6317059075
"ООО ""БАСС""",6317060666
"ООО ""НПО ""ВЗОР""",6317068351
"ООО ""БИЗНЕС НАВИГАТОР""",6317085251
"ООО ""ИНТЕЛЛЕКТУАЛЬНЫЕ ПРОГРАММНЫЕ РЕШЕНИЯ""",6317100485
"ООО ""ВД-ИНЖИНИРИНГ""",6317110067
"ООО ""АИ ТЕХНОЛОДЖИС""",6317124510
"ООО ""ЗЕТ-СОФТ""",6317129090
"ООО ""МЕДСМАРТ""",6317130377
"ООО ""ОСМИ-ИТ""",6317139806
"ООО ""АВАНГАРД""",6317146377
"ООО ""ЛОГИСТИЧЕСКИЕ ПРОГРАММЫ""",6317157019
"ООО ""ИТУМ""",6317161640
"ООО ""АПОГЕЙ САМАРА""",6317163580
"ООО ""ГУДДЕЛО""",6318069510
"ООО ""АЙТИПАРК""",6318075680
"ООО ""ИНДИГО БАЙТ""",6318158054
"ООО ""ГРАДИЕНТ""",6318188972
"ООО ""ГЕДОКОРП""",6318237394
"ООО ""ГК ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ УПРАВЛЕНИЯ""",6319102368
"ООО ""АЙ-СИС ЛАБС""",6319159283
"ООО ""АВТОМАТИКА И СЕРВИС""",6319221358
"ООО ""АМЕКСДЕВ""",6319253800
"ООО ""ЛЗ МЕДИА""",6319257354
"ООО ""ИНФОРМБОКС РЕШЕНИЯ""",6319259217
"ООО ""АЛФАВИТ""",6319261520
"ООО ""ЕДИНЫЙ МИГРАЦИОННЫЙ СЕРВИС"", ООО ""ЕМС""",6319688061
"ООО ""ИНТЕРНЕТ СТУДИЯ ""ВЕБРОВЕР""",6319729494
"АО ""ВАЗСИСТЕМ""",6320007912
"ООО ""КОЗИСОФТ""",6320062617
"ООО ""ИТ ЭНЕРГО""",6320071241
"ООО ""ДОСТАВИКС""",6320073390
"ООО ""ЛАДА ЦИФРА""",6320077701
"ООО ""АТЛАНТСОФТВЕИР""",6320079441
"ООО ""АКСЕНТА""",6320087770
"ООО ""КОМПАНИЯ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",6321128349
"ООО ""ПРОГРАММАСТЕР""",6321160198
"ООО ""КВАРТПЛАТА 24""",6321258740
"ООО ""ЛСР""",6321283295
"ООО ""КОНСУЛЬТАНТ""",6321407649
"ООО ""АЛЬФА ЛАЙН""",6321409124
"ООО ""ИНТЕРНЕТ ВЕЩЕЙ""",6321432606
"АО ""КОМСОФТ""",6323003419
"ООО ""КОНСУЛЬТАНТПЛЮС ТОЛЬЯТТИ""",6323111816
"ООО ""ИНТЕРЕС""",6324003740
"ООО ""МИЛЛЕНИУМ СЕРВИС""",6324014854
"ООО ""ДЖАСТМОБИ""",6324091190
"ООО ""ПИТОН""",6324092789
"ООО ""КРИСТА АЙТИ""",6325033948
"АО ""ТМ-ТЕХ""",6325077720
"ООО ""МЕДИАКОМ""",6330049012
"ООО ""КОМПАНИЯ ""ВДКОМ-ИТ""",6330055104
"ООО ""КОМПАНИЯ ""ВДКОМ""",6330055129
"ООО ""АКСБИТ-ИТ""",6330070864
"ООО ""ОКИДОКИ""",6330100935
"ООО ""АВЕЛАЙТ""",6345030470
"ООО ""КОМАНДА ИТ""",6382085251
"ООО ""ТИТУЛ-2005""",6432000506
"ООО ""ПРОФСОФТ""",6433007102
"ООО ""МАРАБИДИС""",6439100186
"ООО ""ЦИТРУС""",6439100250
"ООО ""МЗБ-ИТ""",6439102105
"ООО ""ВОЛГА ЛЕВЕЛ""",6445036281
"ООО ""ИНФО-ЭКСПЕРТ""",6449058776
"ООО ""АЙТИ СЕРВИС""",6449072428
"ООО ""НАВИГАТОР""",6449083910
"ООО ""ОКСИС""",6449099356
"ООО ""ПРОГРЕСС АПП""",6449102344
"ООО ""МЛС ДЕВЕЛОПМЕНТ""",6450056685
"ООО ""АТРИС""",6450083960
"ООО ""ТЕХНОКОРП""",6450084636
"ООО ""ФАРМБАЗИС""",6450103744
"ООО ""ЛОЯЛМЕД""",6450103896
"ООО ""ВУДЗ ЭНД ДИДЖИТС""",6450114390
"ООО ""БРЕНД ТОЛК""",6450116542
"ООО ""КИИНАЙ""",6451015321
"ООО ""ПРОФИТ""",6451019171
"ООО ""ЦЭТ ""МОЛНИЯ""",6452032217
"ООО ""КОМПЬЮТЕРНЫЙ АУДИТ""",6452054235
"ООО ""БОНУ-С""",6452074658
"ООО ""ИСТСОФТ""",6452084590
"ООО ""РЕАЛ БС""",6452090561
"ООО ""ЭКСПЕРИО""",6452101742
"ООО ""СМАРТ КОНСАЛТИНГ""",6452121890
"ООО ""ИТЭЛ""",6452128208
"ООО ""СКИЛ""",6452144954
"ООО ""ГЕОФИЗМАШ - ИТ""",6452147017
"ООО ""НОПРЕСЕТ""",6452150404
"ООО ""ФК ""ВИКИНГ""",6452926486
"ООО ""АРТЕЗИО-САРАТОВ""",6452926510
"ООО ""ИТ ЭКСПЕРТ""",6453084850
ООО НПО РБС,6453092635
"ООО ""АЙ ТИ ПРОЕКТ""",6453135536
"ООО ""ИТ АТЛАНТ""",6453148800
"ООО НПО ""ИНТЕЛЛЕКТ""",6453156776
"ООО ""ЗИАКС""",6453158780
"ООО ""ПРОКСИМА""",6453169920
"ООО ""ДИВЕРГЕНТ""",6453170322
"ООО ""ЙОХОХО ГЕЙМЗ""",6453172087
"ООО ""ИННОВАТИКА""",6453174493
"АО ""ИНИУС""",6454039137
"ООО КОМПАНИЯ ""АЙ ПИ АР МЕДИА""",6454085119
"ООО  ""ПЛАТА-СЕРВИС""",6454085341
"ООО ""СМАРТСИС""",6454099200
"ООО ""ЛВС""",6454109200
"ООО ""РЭЙ""",6454124449
"ООО ""АПЛАЙН ПРО""",6454125450
"ООО ""ЮНИДЭЙ""",6454142737
"ООО ""МАСТЕР СОФТ""",6455043432
"ООО ""ЦЕНТР ""ФОРВАРД""",6455056745
"ООО ""ПРОФОБРАЗОВАНИЕ""",6455057001
"ООО ""ОПЕНДЭВ""",6455063051
"ООО ""ЮКС""",6455064231
"ООО""СПЕЙС АП""",6455066775
"ООО ""ГРАНАТУМ""",6455071969
"ООО ""САХ.ДЕВ""",6500000560
"ООО ""ИНФОРМТЕХ""",6500018744
"ООО ""ВИТ""",6501143875
"ООО ""РЕГИОНАЛЬНЫЙ ЦЕНТР КОНСУЛЬТАНТ""",6501191460
"ООО ""АЙТИ-ПРОФИ""",6501213018
"ООО ""КОМПАНИЯ АРТИКУС""",6501213963
"ООО ""КОНСУЛЬТАНТ ПЛЮС САХАЛИН""",6501241199
"ООО ""ВИЗИТЕК""",6501272461
"ООО ""БИЗНЕС РЕШЕНИЯ""",6623065889
"ООО ""БОНГО""",6623097295
"ООО ""ВНЕДРЕНЧЕСКИЙ ЦЕНТР ЕРШОВА""",6623124982
"ООО ""ВДЕЛО.ДЕВ""",6623141177
"АО ""ДИАЙПИ""",6625034780
"ООО ""АСС-БИЗНЕС СОФТ""",6630008578
"ООО ""АВМ-СМАРТСИСТЕМС""",6658005707
"ООО ""АГЕНТСТВО СОПРОВОЖДЕНИЯ""",6658277972
"ООО ""АЙДЕСК""",6658389235
"ООО ""1С-РАРУС ЕКАТЕРИНБУРГ""",6658518233
"ООО ""АЙТИСИ""",6658537444
"ООО ""АЗБУКА-СЕТЬ""",6658551618
"ООО ""АЛЬТО""",6658554619
"АО ""АППЕКСЛАБ""",6658563525
"ООО ""БИТ""",6659148232
"ООО ""1-Й СОВЕТНИК""",6659178653
"ООО ""66 БИТ""",6659195024
"АО ""ВОСТОЧНЫЙ ВЕТЕР""",6662090423
"АО ""ПФ ""СКБ КОНТУР""",6663003127
"АО ""ИЦ ""УРАЛТЕХЭНЕРГО""",6670013045
"ООО ""БИП""",6670079720
"ООО ""АЙДЕКО СОФТВЕР""",6670099902
"ООО  ""АЙДЕКО""",6670208848
"ООО ""ВЕБМОТОР""",6670218268
"ООО  ""АВАТАРА""",6670219511
"ООО ""741 СТУДИОС.РУ""",6670281911
"ООО ""БИЗЕРРА.РУ""",6670348115
"ООО  ВЦ ""УРАЛСИСТЕМ""",6670352560
"ООО ""АКОММЕРС""",6670380574
"ООО ""ВЕБТИМ.ПРО""",6670420636
"ООО ""АЙ ТИ ПРОМ""",6670428642
"ООО ""АКСАЛИТ СОФТ""",6670451183
"ООО ""АЛЬТЕК СИСТЕМС""",6670486612
"ООО ""ВОЙСМАН""",6670487084
"ООО ""ВАЙТЛИСТ""",6670504011
"ООО ""АНАНАС ТЕХНОЛОГИИ""",6670511227
"ООО ""АЙПИБОТ""",6670512862
"ООО ""БУРАВЧИК""",6670524995
"ООО ""АЙТИ-СЕТИ ГРУПП""",6670529055
"ООО ""АЕС СЕРВИС""",6671001229
"ООО ""ВАЙРЛЕСС КЭТ""",6671082683
"ООО ""БАНКЛАБ""",6671087219
"ООО ""ВЦ ТЕХНОЛОГИИ АВТОМАТИЗАЦИИ""",6671089760
"ООО ""БЮРО 1010""",6671092723
"ООО ""БИЛЛИНГ ОНЛАЙН РЕШЕНИЯ""",6671099510
"АО ""НАУМЕН""",6671111140
"АО ""НАУ-СЕРВИС""",6671116364
"ООО ""ВЕДИСОФТ""",6671187742
"ООО ""БИЗНЕС РЕШЕНИЯ""",6671204620
"ООО ""ВИКЭТ ТЕХ""",6671210720
"ООО ""АСК-ЦИФРА""",6671212580
"ООО ""АЙТИМИ""",6671229858
"АО ""ЭПСИЛОН""",6671229872
"ООО ""ВНЕОЧЕРЕДИ""",6671230268
"ООО ""АКТЕК""",6671244077
"ООО ""АМ ТИМ АЙТИ""",6671276544
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМА БАМ""",6671290563
"ООО ""АЛЬФА""",6671311566
"ООО ""АСТРУМ ЭДЖЕНСИ""",6671341708
"ГБУ СО ""ОПЕРАТОР ЭЛЕКТРОННОГО ПРАВИТЕЛЬСТВА""",6671352361
"ООО ""БИ АЙ ТИ""",6671416632
"ООО ""АВЕРСОФТ""",6671419538
"ООО ""АДВАНТА КОНСАЛТИНГ""",6671428349
"ООО ""ВИТАМИН-ПЛЮС""",6672130308
"ООО ""ВЕБФОРМАТ""",6672146298
"ООО ""CРM-ТЕХНОЛОГИИ""",6672236054
"ООО ""АЛЬТЕР""",6672250267
"ООО ""АРЧА-СЕРВИС""",6673172124
"ООО ""АКТИВНАЯ ЛОГИКА""",6673211020
"ООО ""АПРИКОД""",6674330454
"ООО ""АЙПИДЖИ ПРОМО""",6674336368
"ООО ""АЙ-ЛИНК КОНСАЛТИНГ""",6678031060
"ООО ""ВЕСЁЛЫЕ ЭНТУЗИАСТЫ""",6678044750
"ООО ""АЙТИ ЛАБС""",6678075607
"ООО ""АЙТИНАВИГАТОР""",6678110259
"ООО ""АИК""",6679075416
"ООО ""АНАНАС. ИТ РЕШЕНИЯ""",6679096487
"ООО ""ВКС-СОФТ""",6679139927
"ООО ""АК-СОФТ""",6679150060
"ООО ""АИБ КОМПАНИ""",6682005024
"ООО ""АП СОФТ""",6685044913
"ООО  ""АДИДЖИТАЛ""",6685145735
"ООО ""БОКСБЕРРИ СОФТ""",6685157931
"ООО ""АКСОН""",6685178385
"ООО ""1ЭР""",6685181740
"ООО ""АРМУС ПРО""",6685201919
"ООО ""АПОГЕЙ ЕКБ""",6685209428
"ООО ""АТК""",6685210720
"ООО ""АИТ-РЕШЕНИЯ""",6685212043
"ООО ""АЙТИБИО""",6685218782
"ООО ""АТОМ.ЦИФРА""",6685220380
"ООО ""АЛЬЯНС АЙТИ ТЕХНОЛОДЖИ""",6686015778
"ООО ""АДВЕРТА - ЕК""",6686082421
"ООО ""ВЫСОКИЙ ПЕРЕДЕЛ""",6686097410
"ООО ""АИМЕТРОЛОДЖИ""",6686127880
"ООО ""АЙРОНПЛЭЙС""",6686137631
"ООО ""АРХИТЕКТУРА УЧЕТА""",6686149669
"АО ""ТАЙГА""",6686154940
"ООО ""АЙРОНАП""",6686162927
"АО ""ИТ-ЭЛЕМЕНТ29""",6686168100
"ООО ""СТУДИЯ СОВРЕМЕННОЙ РАЗРАБОТКИ""",6700006055
"ООО ""РУ АДМИН""",6700008461
"ООО ""АЙТИ КОНУС""",6700011200
"ООО ""ЕТАИ""",6700012683
"ООО ""ВЕБ КОНСАЛТИНГ ГРУПП""",6700015726
"ООО ""ТЕХЛИДС""",6700023935
"ООО ""КОРРЕКТО""",6729044920
"ООО ""КЕЙСТАТ""",6730044851
"ООО ""КОНСУЛЬТАНТПЛЮС СМОЛЕНСК""",6730067016
"ООО ""ТОЧНЫЙ УЧЕТ СОФТ""",6730074849
"ООО ""КЦ ""ИКС""",6731064970
"ООО ""ТВИНС""",6731067957
"ООО ""АЙТИ ГРЭЙД""",6732004205
"ООО ""ПБЭ""",6732052819
"ООО ""ДАТАГРАМ""",6732066868
"ООО ""АРСЕНАЛ 67""",6732077490
"ООО ""ТВИНС ТЕХНОЛОГИИ""",6732113162
"ООО ""АЛСОП""",6732116163
"ООО ""ДЖАСТ ВОРК""",6732121170
"ООО ""ПРОСТЫЕ РЕШЕНИЯ СОФТ""",6732138248
"ООО ""КОАЛА""",6732178360
"ООО ""РОКЕТ СОФТ""",6732180881
"ООО ""ТВИНСЛАБ""",6732182913
"ООО ""СКС""",6732205568
"ООО ""БРОККОЛИ ГЕЙМЗ""",6732211956
"ООО ""ОФИС ПЛЮС""",6732216834
"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",6732219507
"ООО ""АДЕПТУМ ДИДЖИТАЛ""",6732224232
"ООО ""КИБЕРТАГ""",6732225388
"ООО ""ВИГБО""",6732226737
"ООО ""БЛС-СОФТ""",6732233075
"ООО ""НСЭА""",6732238588
"ООО ""СОЛГРАД""",6732244528
"ООО ""ЭКСПОНЕНТА""",6800002128
"ООО ""СМАРТ ПИГ""",6800003675
"ООО ""ПАНАКОТА""",6800004125
"ООО ""ВРАТА""",6800008458
"ООО ""БИЗНЕС-АНАЛИТИКА ИТ""",6800010400
"ООО ""МАКСИМА-Х""",6828007729
"ООО ""СЕРВИС-СОФТ""",6829006326
"ООО ""ЦНТД""",6829014609
"ООО ""СОФТ-МАСТЕР""",6829017889
"ООО ""РСС ТАМБОВ""",6829022303
"ООО ""НТО ""ИНТ""",6829028640
"ООО ""ПМК ПРОГРАММЫ И КОМПОНЕНТЫ""",6829046696
"ООО ""ПРИКЛАДНОЕ ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ""",6829051230
"ООО ""СТЭК""",6829055475
"ООО ""КОМПЬЮТЕР-СОФТ""",6829070032
"ООО ""СКОБЕЕВ И ПАРТНЕРЫ""",6829076877
"ООО ""ИТЦ ""БАРС-ТМБ""",6829080665
"ООО""КМТ""",6829082006
"ООО ""ПРОФИ""",6829090092
"ООО ""ВОКС  НЕТВОРК""",6829094428
"ООО ""ИНТЕХ""",6829095823
"ООО ""ГИБРИД""",6829098278
"ООО ""БРИЗ+""",6829104482
"ООО ""ТН-ГРУПП""",6829104796
"ООО ""АКТИВНОЕ ОБУЧЕНИЕ""",6829109480
"ООО ""ЭВЕРЕСТ""",6829138940
"ООО ""ФЛАЙКОД""",6829141692
"ООО ""БИ ФАУНД""",6829142382
"ООО ""АЙСИ ГРУПП""",6829146468
"ООО ""ИНТЕРНЕТ РЕШЕНИЯ""",6829152486
"ООО ""ТРИ""",6829155550
"ООО ""ЧЕРНЫЕ МЕДВЕДИ""",6829155568
"ООО ""ЭВРИКА МАРКЕТИНГ""",6829156113
"ООО ""СМОРОДИНА МОБАЙЛ""",6829160543
"ООО ""ЦИФАРМЕД""",6829162854
"ООО ""КИТТ""",6829163008
"ООО ""ТИККИТ""",6829163992
"ООО ""МИР ЦИФРЫ""",6829164080
"ООО ""НУЛЕВОЕ АГЕНТСТВО""",6829164114
"ООО ""АГРО.АИ""",6829164820
"ООО ""СДЭК АЙТИ""",6829164890
"ООО ""ВИАР ПРО""",6829164996
"ООО ""РЕБОТИКА ТЕКНОЛОДЖИС""",6829165069
"ООО ""КОМПЬЮТЕР-ДОК""",6831022766
"ООО ""АЙТИ СФЕРА""",6900009279
"ООО ""КОРПОРАЦИЯ РЕШЕНИЙ""",6900009712
"ООО ""СЕРВИС ПП""",6900012754
"ООО ""ВИЗАРД-МЕРКУРИЙ""",6900013483
"ООО ""СФЕРА ИТ""",6900013966
"ООО ""ГЭЛС - ТЕХНОЛОГИЯ""",6900016607
"ООО ""ВЦ ВИЗАРД-С""",6901046210
"ООО ""БИЗНЕС-АЛГОРИТМЫ""",6901057187
"ООО ""РТКОМ-КРИПТО""",6901058582
АО НИИ ЦПС,6904008332
"ООО ""БОЦМАН""",6905037103
"ООО ""КОМПАЛЕКС""",6905043298
"ООО ""ОНЛАЙН-ШКОЛА ПРОГРАММИРОВАНИЯ""",6908018109
"ООО ""МИР ТЕХНОЛОГИЙ""",6908018564
"ООО ""АРРОУСОФТ""",6914021580
"ООО "" ОКСИ""",6915008302
"ООО ""НТС""",6949010660
"ООО ""ТДС""",6949109620
"ООО ""ГРОМ-ИТ СОФТ""",6949113640
"ООО ""ТЭДУИТ""",6949114965
"ООО ""ТВЕРСКИЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",6950015197
"ООО ""ИНТЕРНЕТ-СИСТЕМЫ""",6950033862
"ООО ""АМИФОРУС""",6950035531
"ООО ""ВИЗАРД РИТЕЙЛ""",6950042218
"ООО ""КРИТ""",6950044374
"ООО ""ДСМЛ""",6950056683
"ООО ""СДД""",6950081182
"ООО ""БИАЙЭКСПЕРТ""",6950085973
"ЗАО ""ИРБИС""",6950105771
"ООО ""ВИЗАРД-АЙТИ""",6950123097
